id,canonical_name,city,county,address,active_lat,active_lng,lat_google,lng_google,distance_km,bucket,geo_source,google_place_name,google_formatted_address,google_match_type
709,NK Srijemac,,Vukovarsko-srijemska županija,"B. Radić 34 a, Strošinci",44.9157897,19.0653634,44.9178536,19.0567721,0.714,near,nominatim,NK Srijemac,"Ul. Braće Radić, 32256, Strošinci",places_textsearch
292,NK Duga Resa 1929,Duga Resa,Karlovačka županija,"Dr. Ivana Banjavčića 7, 47250 Duga Resa",45.4478475,15.4976858,45.4462363,15.506471899999998,0.708,near,nominatim,NK Duga Resa,"Ul. dr. Ivana Banjavčića 7, 47250, Duga Resa",places_textsearch
737,NK Trilj - 2001,Trilj,Splitsko-dalmatinska županija,"Poljičke Republike 21, 21240 Trilj",43.6166896,16.7268269,43.6107158,16.7247923,0.684,near,nominatim,NK Trilj,"21240, Trilj",places_textsearch
624,NK Elektra,,Osječko-baranjska županija,"Šet. K. f. šepera 1a 31000, Osijek",45.5601259,18.702667,45.5619428,18.6944601,0.67,near,nominatim,NK Elektra,"Trg Vatroslava Lisinskog 1, 31000, Osijek",places_textsearch
252,NK Đalski,,Krapinsko-zagorska županija,"Martinišće bb, Gubaševo,49210 Zabok",46.0198728,15.8656988,46.023219999999995,15.858550000000001,0.666,near,nominatim,NK Đalski,"Martinišće b.b, 49210, Zabok",places_textsearch
734,NK Tekstilac,,Splitsko-dalmatinska županija,"Put Piketa 4C, 21230 Sinj",43.6968985,16.6511917,43.7027459,16.6526904,0.661,near,nominatim,NK Tekstilac Sinj,"Put Šumarije 20, 21230, Sinj",places_textsearch
261,NK Sava (Z),,Grad Zagreb,"GREDICE 159, Zagreb",45.7854222,15.9479233,45.7829218,15.9404014,0.646,near,nominatim,NK Sava,"Gredice 159, 10000, Zagreb",places_textsearch
487,HNK Graševina,Vetovo,Požeško-slavonska županija,"Zagrebačka 17, 34340, Vetovo, Hrvatska",45.4159037,17.7905897,45.4141756,17.7829033,0.63,near,nominatim,HNK Graševina,"Zagrebačka ul. 36, 34335, Kutjevo",places_textsearch
836,NK Lipik 1925,Lipik,,"Hrvatske mladeži 32, 34551 Lipik, Hrvatska",45.4134223,17.1634285,45.4121619,17.1556821,0.621,near,nominatim,NK Lipik,"Ul. Hrvatske mladeži bb, 34551, Lipik",places_textsearch
741,NK Glavice 1991,Glavice,Splitsko-dalmatinska županija,"Glavice 167/B, 21230 Glavice",43.7063006,16.6603092,43.7054561,16.667931499999998,0.62,near,nominatim,NK Glavice,"21230, Glavice",places_textsearch
290,NK Vatrogasac (GM),Karlovac,Karlovačka županija,"MEKUŠANSKA CESTA 63, 47000 KARLOVAC",45.4838438,15.5742041,45.4834008,15.581779999999997,0.593,near,nominatim,NK Vatrogasac,"47000, Karlovac",places_textsearch
893,NK Rudar (DZ),Zabok,Krapinsko-zagorska županija,"Dubrava zabočka 3, 49210 Zabok",46.0215225,15.9501465,46.0184658,15.944256399999999,0.568,near,nominatim,NK Rudar,"Ul. Dubrava Zabočka, 49210, Dubrava Zabočka",places_textsearch
647,ŠNK Sokol (R),,Osječko-baranjska županija,"Karaška 1a, Rakitovica",45.559801,18.6867473,45.5580588,18.680284,0.539,near,nominatim,HRVATSKI SOKOL OSJEČKO-BARANJSKE ŽUPANIJE OSIJEK,"Ul. Hrvatske Republike 11, 31000, Osijek",places_textsearch
477,NK Podravac (SO),Virje,Virovitičko-podravska županija,Gundulićeva bb-48326 Virje,46.067192,16.9886896,46.068763399999995,16.9952879,0.538,near,nominatim,NK Podravac,"Gundulićeva b.b., 48326, Virje",places_textsearch
444,NK Vihor (B),Baška,Primorsko-goranska županija,"Emila Geistlicha 38, 51523 Baška, Hrvatska",44.9709329,14.7508013,44.9669891,14.747212,0.522,near,nominatim,"Nogometni Klub ""Vihor""","Ul. Emila Geistlicha 38, 51523, Baška",places_textsearch
814,NK Budućnost (M),Orehovica,Međimurska županija,"Podbrest, Stjepana Vojvode 2, 40 322 Orehovica",46.332197,16.5063245,46.3275947,16.5070323,0.515,near,nominatim,NK Croatia Orehovica,"Ul. Nikole Tesle 25, 40322, Orehovica",places_textsearch
818,NK Budućnost (P),Orehovica,Međimurska županija,"Podbrest, Stjepana Vojvode 2, 40 322 Orehovica",46.332197,16.5063245,46.3275947,16.5070323,0.515,near,nominatim,NK Croatia Orehovica,"Ul. Nikole Tesle 25, 40322, Orehovica",places_textsearch
335,NK Bratstvo (K),Radikovci,Koprivničko-križevačka županija,"Ulica kralja Tomislava 32, Kunovec",45.6966116,18.2131843,45.6969786,18.2066397,0.51,near,nominatim,"NK ""Bratstvo""","D53, 31543, Radikovci",places_textsearch
755,HNK Konavljanin,,Dubrovačko-neretvanska županija,"Čilipi 70, Čilipi",42.549539,18.281587,42.5539521,18.2828265,0.501,near,nominatim,HNK Konavljanin,"20213, Čilipi",places_textsearch
777,NK Kraljevčan 38,Donji Kraljevac,Međimurska županija,Donji Kraljevac,46.3705,16.65497,46.366518299999996,16.6519884,0.498,near,both,NK Kraljevčan '38,"Kolodvorska ul. 24a, 40320, Donji Kraljevec",places_textsearch
11,NK Opatija,Opatija,,"Dr. Matka Laginje 14, 51410 Opatija",45.33917,14.30833,45.3430318,14.311523399999999,0.497,near,both,Nogometni Klub Opatija,"51410, Opatija",places_textsearch
447,NK Goranka,Ravna Gora,Primorsko-goranska županija,"Šahovska ulica 6, Ravna Gora",45.3741644,14.9393863,45.3697003,14.9397275,0.497,near,both,NK Goranka Ravna Gora,"Šahovska, 51314, Ravna Gora",places_textsearch
841,NK Dinamo Vidovci,,,"Martina Pušteka 17, Domašinec",45.3315725,17.7172713,45.335763899999996,17.7194948,0.497,near,both,Škola Nogometa NK Dinamo/Vidovci,"34000, Vidovci",places_textsearch
21,NK Sesvete,Sesvete,,"Ul. Vladimira Vidrića 7, 10360, Sesvete",45.83111,16.11639,45.8355302,16.117231999999998,0.496,near,both,NK Sesvete,"Ul. Vladimira Vidrića 7, 10360, Sesvete",places_textsearch
203,NK Savski Marof,Prudnice,Zagrebačka županija,"Ulica Ante Kovačića 1, 10291, Prudnice, Hrvatska",45.8709794,15.7324347,45.871627,15.738742799999999,0.494,near,both,NK Savski Marof,"Ul. Ante Kovačića 1, 10291, Prudnice",places_textsearch
455,NK Sloga (DS),Zdenci,Virovitičko-podravska županija,"Školska 7,33513 Zdenci",45.5836206,17.9528638,45.5840071,17.946544199999998,0.494,near,both,HNK Sloga,"33513, Zdenci",places_textsearch
832,NK Sloga (Z),Zdenci,Virovitičko-podravska županija,"Školska 7,33513 Zdenci",45.5836206,17.9528638,45.5840071,17.946544199999998,0.494,near,both,HNK Sloga,"33513, Zdenci",places_textsearch
722,NK Obilić,Ostrovo,Vukovarsko-srijemska županija,"b. b., 32211 Ostrovo",45.3385814,18.7898786,45.3371257,18.795811699999998,0.491,near,both,NOGOMETNI KLUB OBILIĆ OSTROVO,"Kolodvorska ul., 32211, Ostrovo",places_textsearch
458,NK Mladost Bakić,Bakić,Virovitičko-podravska županija,"Ulica odvojak bana Jelačića 2,Bakić,33520 Slatina",45.7442395,17.6916506,45.739842599999996,17.6912743,0.49,near,both,"NK ""Mladost"" Bakić","Bana Jelačića 2, 33520, Bakić",places_textsearch
467,NK Kladare,Kladare,Virovitičko-podravska županija,"Kladare 81, Pitomača",45.9681814,17.1957442,45.9693111,17.201872899999998,0.49,near,both,Nogometno igralište,"33405, Kladare",places_textsearch
41,NK Bedem Ivankovo,Ivankovo,,"Grac 10 c, 32281 Ivankovo",45.2866937,18.6963442,45.2837576,18.691744300000003,0.486,near,both,NK Bedem,"Grac, 32281, Ivankovo",places_textsearch
370,NK Hrvatski Bojovnik,,Koprivničko-križevačka županija,"Mokrice Miholečke 34, Mokrice Miholečke",46.055,16.381944,46.0527388,16.3873228,0.485,near,both,NK Hrvatski Bojovnik,"Unnamed Road, 48268, 48268, Mokrice Miholečke",places_textsearch
598,NK Vinogradar (M),Đurđevac,Osječko-baranjska županija,"Bunarska bb. 48 350 Đurđevac, Čepelovac",46.0410468,17.0678562,46.043860599999995,17.0726573,0.485,near,both,NK Graničar Đurđevac,"Ul. Antuna Radića 23, 48350, Đurđevac",places_textsearch
607,NK Luč,Luč,Osječko-baranjska županija,"Matije Gupca 20a, 31300 Luč",45.7846448,18.5359072,45.78099950000001,18.5325794,0.481,near,both,NK Luč,"Ul. Matije Gupca 45, 31300, Luč",places_textsearch
195,NK Bestovje,Bestovje,Zagrebačka županija,"Športska 3, 10431, BESTOVJE, Hrvatska",45.8079452,15.8146051,45.8119455,15.816723199999998,0.474,near,both,NK Bestovje,"Unnamed Road, 10434, Orešje",places_textsearch
199,NK Vatrogasac (Z),,Zagrebačka županija,"Kobilić 40a, Kobilić",45.8628953,15.7540367,45.8638724,15.748125199999999,0.47,near,both,NK Vatrogasac,"Zdenačka ul. 81, 10291, Zdenci Brdovečki",places_textsearch
407,NK Zvijerci,,Bjelovarsko-bilogorska županija,"Zvijerci 77a, Bjelovar",45.9275206,16.8620402,45.923372099999995,16.8631349,0.469,near,both,"Nogometno Igralište ""NK Zvijerci""","Zvijerci 77A, 43000, Bjelovar",places_textsearch
645,NK Bočkinci,,Osječko-baranjska županija,"Matije Gupca 41A, Bočkinci",45.7117578,18.2688263,45.708173300000006,18.2719673,0.467,near,both,NK Bočkinci,"Ul. Matije Gupca 64, 31552, Bočkinci",places_textsearch
678,NK Hašk Sokol,Stari Jankovci,,"Dr. Franje Tuđmana 1, Stari Jankovci 32241",45.260063,18.9109026,45.2560516,18.909273499999998,0.464,near,both,NK HAŠK Sokol Stari Jankovci,"32241, Stari Jankovci",places_textsearch
849,NK Ližnjan,Ližnjan,Istarska županija,"Krasa 7, Ližnjan",44.8278807,13.9573465,44.826525499999995,13.951943,0.452,near,both,NK Ližnjan,"Ližnjanska cesta 253, 52203, Ližnjan",places_textsearch
600,NK Dinamo Trnava,,Osječko-baranjska županija,"BRAĆE RADIĆA 34, Trnava",45.2591882,18.25466,45.2552005,18.253910599999998,0.447,near,both,Igralište Kratine NK Dinamo Trnava,"Braće Radić 34, 31411, Trnava",places_textsearch
33,NK Podravina Ludbreg,Ludbreg,,"Ivana Gundulića 6a, 42230 Ludbreg",46.2563718,16.6205525,46.2523727,16.620033199999998,0.446,near,both,"Stadion NK ""Podravina""","42230, Ludbreg",places_textsearch
469,NK Gradina,Gradina,Virovitičko-podravska županija,"Gajeva 35, 33411 Gradina",45.8562218,17.5155693,45.853006099999995,17.5121274,0.446,near,both,OPĆINSKI NOGOMETNI KLUB GRADINA GRADINA,"Ljudevita Gaja 35, 33411, Gradina",places_textsearch
278,NK Ivanja Reka,,Grad Zagreb,"Ivanjorečka cesta 1A, 10360 Zagreb",45.7991745,16.1177143,45.7953621,16.1193989,0.444,near,both,NK Ivanja Reka,"Ivanjorečka cesta bb, 10373, Ivanja Reka",places_textsearch
774,NK Faraon,Trpanj,Dubrovačko-neretvanska županija,Trpanj-20240TRPANJ-Croatia,43.0080442,17.2733543,43.0049493,17.2768004,0.444,near,both,NK Faraon Trpanj,"Dinka Fabrisa 28, 20240, Trpanj",places_textsearch
242,NK Pregrada,Pregrada,Krapinsko-zagorska županija,"Lj. Gaja 32, 49218 Pregrada",46.1627282,15.7523888,46.1587499,15.752559999999999,0.443,near,both,NK Pregrada,"Ul. Ljudevita Gaja 32, 49218, Pregrada",places_textsearch
782,NK Bratstvo (SV),Savska Ves,Međimurska županija,Savska Ves,46.3725805,16.42678,46.3761742,16.424284900000004,0.443,near,both,NK Bratstvo,"Ul. Josipa Bajkovca 2C, 40000, Savska Ves",places_textsearch
791,NK Bratstvo (JU),Savska Ves,Međimurska županija,Savska Ves,46.3725805,16.42678,46.3761742,16.424284900000004,0.443,near,both,NK Bratstvo,"Ul. Josipa Bajkovca 2C, 40000, Savska Ves",places_textsearch
828,NK Bratstvo (P),Savska Ves,Međimurska županija,Savska Ves,46.3725805,16.42678,46.3761742,16.424284900000004,0.443,near,both,NK Bratstvo,"Ul. Josipa Bajkovca 2C, 40000, Savska Ves",places_textsearch
786,NK Naprijed (C),Cirkovljan,Međimurska županija,"Zdenci 33, Cirkovljan",46.3445616,16.649704,46.348506900000004,16.6499214,0.439,near,both,NK Naprijed Cirkovljan,"Zdenci 33, 40323, Cirkovljan",places_textsearch
104,NK Tomislav Cerna,Cerna,,"Kolodvorska 8, 32272 Cerna",45.1926085,18.6953292,45.190466199999996,18.6906894,0.435,near,both,NK Tomislav Cerna - nogometno igralište i klub,"Kolodvorska ul., 32272, Cerna",places_textsearch
483,NK Meljani,Donji Meljani,Virovitičko-podravska županija,"Donji Meljani 86, Slatina",45.7305042,17.6259001,45.733537899999995,17.6223583,0.435,near,both,NK DONJI MELJANI,"86, 33520, Donji Meljani",places_textsearch
554,NK Graničar Klakar,,Brodsko-posavska županija,"Ulica Klakar 26a, Klakar",45.097197,18.1347053,45.0992798,18.1300551,0.432,near,both,"NOGOMETNI KLUB ""GRANIČAR"" KLAKAR","35208, Klakar",places_textsearch
245,NK Ivančica (ZB),Ivanec,Krapinsko-zagorska županija,"Ul. V. Nazora 46, 42240 Ivanec",46.2239676,16.1244407,46.2278265,16.1250076,0.431,near,both,NK Ivančica Ivanec,"Ul. Vladimira Nazora 46a, 42240, Ivanec",places_textsearch
622,NK Lug,Lug,Osječko-baranjska županija,"ŠKOLSKA 2, 2340009-1100161502, Lug",45.6611062,18.778578,45.6632137,18.773966899999998,0.428,near,both,Lug,Lug,places_textsearch
718,NK Bosut,Apševci,Vukovarsko-srijemska županija,"Ulica kralja Tomislava 60, Apševci",45.070941,19.0748545,45.0739248,19.0715119,0.423,near,both,NK Bosut Apševci,"Ul. Kralja Tomislava 60, 32246, Apševci",places_textsearch
233,NK Kupa (P),Donje Mekušje,Zagrebačka županija,"Donje Mekušje 36F, 47000, DONJE MEKUŠJE, Hrvatska",45.4924139,15.5926278,45.495195599999995,15.596313199999999,0.422,near,both,Nk Kupa Donje Mekušje,"36F, 47000, Donje Mekušje",places_textsearch
721,NK Orolik,,Vukovarsko-srijemska županija,"I.G.Kovačića 1, 32243 Orolik",45.2150809,18.9847689,45.2114285,18.9833584,0.421,near,both,NK Orolik,"STADION SRIJEM, 32243, Orolik",places_textsearch
194,NK Ban Jelačić (V),Banovo,Zagrebačka županija,"Banovo 63, 10340, BANOVO, Hrvatska",45.9154019,16.4331037,45.9190657,16.431930899999998,0.417,near,both,NK Ban Jelačić Banovo,"Banovo 63, 10340, Banovo",places_textsearch
215,NK Ban Jelačić (B),Banovo,Zagrebačka županija,"Banovo 63, 10340, BANOVO, Hrvatska",45.9154019,16.4331037,45.9190657,16.431930899999998,0.417,near,both,NK Ban Jelačić Banovo,"Banovo 63, 10340, Banovo",places_textsearch
78,NK Kurilovec Velika Gorica,Velika Gorica,,"Sportska ulica 2A, 10410 Velika Gorica",45.7022546,16.0717133,45.6999734,16.0759351,0.415,near,both,NK Kurilovec,"Sportska ul. 2, 10410, Velika Gorica",places_textsearch
254,NK Toplice,Krapinske Toplice,Krapinsko-zagorska županija,"Zagrebačka bb, 49217 Krapinske Toplice",46.0921849,15.8376747,46.0885557,15.836441899999999,0.415,near,both,NK Toplice,"NK Toplice, Zagrebačka ul. 12, 49217, Krapinske Toplice",places_textsearch
613,NK Đurđenovac,,Osječko-baranjska županija,"Sunčana 3, Đurđenovac",45.5430881,18.0482856,45.545028699999996,18.043753799999998,0.414,near,both,NK Đurđenovac,"NK Đurđenovac, Sunčana, 31511, Đurđenovac",places_textsearch
667,NK SOŠK Skradin,,Šibensko-kninska županija,"Put križa 2, 22222 Skradin",43.8178464,15.923319,43.8215231,15.9239447,0.412,near,both,NK SOŠK Skradin,"Put Križa 2, 22222, Skradin",places_textsearch
75,NK Trnje,Zagreb,,"Trg kardinala Franje Šepera 9, 10000 Zagreb, Hrvatska",45.7969569,15.9791746,45.7973813,15.9844372,0.411,near,both,NK Trnje,"Trg kardinala Franje Šepera 9, 10000, Zagreb",places_textsearch
98,NK Garić Garešnica,Garešnica,,"Petra Svačića 11f,43280 Garešnica",45.5734822,16.941492,45.5726747,16.9363445,0.411,near,both,NK Garić Garešnica,"Ul. Petra Svačića 11F, 43280, Garešnica",places_textsearch
244,NK Radoboj,,Krapinsko-zagorska županija,"Radoboj bb, 49232 Radoboj",46.1661371,15.9218192,46.1627361,15.923847299999997,0.409,near,both,NK Radoboj,"Radoboj 25B, 49232, Radoboj",places_textsearch
830,NK Šenkovec,Šenkovec,Međimurska županija,"Gorčica, Šenkovec",46.410315,16.4126473,46.4099395,16.4179459,0.408,near,both,NK Šenkovec,"Zelengajska ul. 24, 40000, Šenkovec",places_textsearch
164,NK Gvozd,Vrginmost,Sisačko-moslavačka županija,"Kralja Petra Svačića 23, Vrginmost",45.3556367,15.8649944,45.352808,15.868301299999999,0.407,near,both,NK Gvozd,"Hrvatske mladeži, 44410, Vrginmost",places_textsearch
675,NK Vrbanja,,Vukovarsko-srijemska županija,"Matije Gupca 21a, Vrbanja",44.9821315,18.9279039,44.982447799999996,18.9227489,0.407,near,both,Nk vrbanja,"Matije Gupca 21A, 32257, Vrbanja",places_textsearch
891,NK Vojnić 95,,Karlovačka županija,"Kralja Zvonimira bb, 47220 Vojnić",45.3253119,15.6957057,45.326529799999996,15.690826499999998,0.405,near,both,NK Vojnić '95,"Kralja Petra Krešimira IV 18, 47220, Vojnić",places_textsearch
299,NK Krnjak,,Karlovačka županija,"Krnjak 5, Krnjak",45.3374666,15.6085268,45.3392658,15.6130005,0.403,near,both,NK Krnjak,"47242, Krnjak",places_textsearch
611,NK Petlovac,Petlovac,Osječko-baranjska županija,"Rade Končara 29, 31321 Petlovac",45.7583523,18.5284202,45.7567551,18.5330718,0.402,near,both,NOGOMETNI KLUB PETLOVAC PETLOVAC,"Rade Končara 29, 31321, Petlovac",places_textsearch
795,NK BSK Belica,,Međimurska županija,Belica,46.4065488,16.5208632,46.4034909,16.5180754,0.402,near,both,NK BSK Belica,"Športska ul. 1, 40319, Belica",places_textsearch
819,NK Galeb (O),Oporovec,Međimurska županija,Oporovec,46.3299822,16.6746218,46.3264117,16.6739379,0.4,near,both,NK Galeb Oporovec,"Oporovec 132/A, 40325, Oporovec",places_textsearch
204,NK Samoborski Otok,Samoborski Otok,,"Sportska 2, 10430 Samoborski Otok",45.8372681,15.731973,45.8407783,15.7329473,0.398,near,both,NK Samoborski Otok,"Sportska ul., 10430, Samoborski Otok",places_textsearch
372,NK Reka,,Koprivničko-križevačka županija,"Mažuranićev trg 16, Reka",46.1315112,16.7711853,46.128401,16.7686598,0.397,near,both,NK Reka,"48000, Reka",places_textsearch
211,NK Novaki,Novaki,Zagrebačka županija,"Športska 1, 10431, Novaki, Hrvatska",45.796828,15.8022318,45.7938885,15.7993713,0.395,near,both,NK Novaki,"Sportska ul., 10431, Novaki",places_textsearch
243,NK Sloga Konjščina,Konjščina,Krapinsko-zagorska županija,"Sportska bb, 49282 Konjščina",46.0531323,16.1793056,46.0559787,16.1763288,0.391,near,both,NK Sloga,"Sportska ul., 49282, Konjščina",places_textsearch
699,ŠNK Lovas,Lovas,Vukovarsko-srijemska županija,"Dol b. b., Lovas",45.22658,19.1693668,45.223231899999995,19.1678834,0.39,near,both,NK Lovas,"Ul. Ante Starčevića 1, 32237, Lovas",places_textsearch
52,HRNK Zmaj Makarska,Makarska,,"Franjevački put 2, 21300 MAKARSKA",43.2939756,17.020242,43.2906208,17.0215411,0.388,near,both,HRNK Zmaj,"Franjevački put 2, 21300, Makarska",places_textsearch
255,NK Desinić,,Krapinsko-zagorska županija,"Put Matije Gupca 4, Desinić",46.147934,15.6688416,46.1454674,15.6653011,0.387,near,both,NK Desinić,"Ratkajeva ul., 49216, Desinić",places_textsearch
357,NK Tomislav Siž,,Koprivničko-križevačka županija,"Trg Karla Lukaša 11, Sveti Ivan Žabno",45.9464805,16.6055861,45.9440609,16.602023199999998,0.385,near,both,NK Tomislav,"ŽC3052 11, 48214, Sveti Ivan Žabno",places_textsearch
375,NK Gornja Rijeka,Gornja Rijeka,Koprivničko-križevačka županija,"Trg Sidonije Rubido Erdody 3, 48268 Gornja Rijeka",46.1097278,16.3924291,46.106909099999996,16.3898597,0.371,near,both,Stadion NK Gornja Rijeka,"48268, Gornja Rijeka",places_textsearch
858,NK Otočac,OTOČAC,,"ĆIRILA I METODA 3A, 53220 OTOČAC",44.8687963,15.2358684,44.8703505,15.231713500000001,0.37,near,both,NK Otočac,"Ul. Ćirila i Metoda 3a, 53220, Otočac",places_textsearch
723,NK Imotski,,Splitsko-dalmatinska županija,"Ul. Petra Vrdoljaka 32A, Imotski",43.4471115,17.2179703,43.449176699999995,17.2144094,0.368,near,both,NK Imotski,"Ul. Petra Vrdoljaka 32A, 21260, Imotski",places_textsearch
831,NK Garić (G),Garešnica,,"Petra Svačića 11f,43280 Garešnica",45.5739183,16.9407213,45.5726747,16.9363445,0.368,near,both,NK Garić Garešnica,"Ul. Petra Svačića 11F, 43280, Garešnica",places_textsearch
798,NK Draškovec,Draškovec,Međimurska županija,Zelenišće,46.3466989,16.676656,46.3487412,16.6729575,0.364,near,both,NK Draškovec,"Ul. kralja Zvonimira 2/A, 40325, Draškovec",places_textsearch
601,HNK Bilje,,Osječko-baranjska županija,"Ulica športova 3, Bilje",45.6039828,18.7437649,45.600965099999996,18.7454408,0.36,near,both,HNK Bilje,"Športova ul., 31327, Bilje",places_textsearch
759,NK Orebić,,Dubrovačko-neretvanska županija,"Josipa Bana Jelačića 19, Orebić",42.9769138,17.1832369,42.976845999999995,17.1876121,0.356,near,both,NK Orebić,"20250, Podgorje",places_textsearch
181,NK Uštica,Uštica,Sisačko-moslavačka županija,"Unska b. b. Uštica 44324 Jasenovac, 44324 Jasenovac Uštica",45.2633324,16.9097857,45.2602367,16.910888,0.355,near,both,NK Uštica,"D47 66, 44324, Uštica",places_textsearch
401,NK Draganec,,Bjelovarsko-bilogorska županija,"GORNJI DRAGANEC 209a, Gornji Draganec",45.78451,16.6478669,45.7833113,16.6437024,0.349,near,both,NOGOMETNI KLUB DRAGANEC,"Gornji Draganec 319, 43245, Gornji Draganec",places_textsearch
890,NK Golubovec,Novi Golubovec,Krapinsko-zagorska županija,"Novi Golubovec 5b, Novi Golubovec",46.1726132,15.9854354,46.171088999999995,15.981498199999999,0.347,near,both,NK Golubovec,"49252, Novi Golubovec",places_textsearch
437,NK Rab,Rab,Primorsko-goranska županija,"Banjol 5, 51 280 Rab",44.7562894,14.7607367,44.7590414,14.7627263,0.344,near,both,Nogometno igralište Rab,"Banjol, 51280, Rab",places_textsearch
844,NK Sikirevci,Sikirevci,,"LJudevita Gaja 2A, Sikirevci",45.1095353,18.4649736,45.106832399999995,18.462842600000002,0.344,near,both,NOGOMETNI KLUB SIKIREVCI,"Ljudevita Gaja 2/A, 35224, Sikirevci",places_textsearch
789,NK Podturen,Podturen,Međimurska županija,"Čakovečka 5a, 40317 Podturen",46.4634105,16.5416845,46.4631915,16.5461454,0.343,near,both,NK Podturen,"Čakovečka bb, 40317, Podturen",places_textsearch
118,NK Crikvenica,Crikvenica,,"Kotorska 15, Crikvenica",45.1737049,14.6927906,45.1762502,14.6952505,0.342,near,both,NK Crikvenica,"Kotorska ul. 15, 51260, Crikvenica",places_textsearch
576,NK BSK Bizovac,Bizovac,Osječko-baranjska županija,"Valpovačka 42a, Bizovac",45.5939788,18.4581401,45.5970377,18.4580128,0.34,near,both,NOGOMETNI KLUB NK BSK BIZOVAC,"Ul. kralja Tomislava 80, 31222, Bizovac",places_textsearch
226,NK Rakovec,Rakovec,Zagrebačka županija,"Rakovec 54, 10340, Rakovec, Hrvatska",45.9317159,16.3179738,45.928681999999995,16.318408299999998,0.339,near,both,NK Rakovec,"23B, 10340, Rakovec",places_textsearch
812,NK Drava (K),Donji Mihaljevec,Međimurska županija,"Prek Druma, Donji Mihaljevec, Croatia",46.3367223,16.7162053,46.3359765,16.711936200000004,0.338,near,both,NK Drava Donji Mihaljevec,"Čakovečka ul. 43, 40326, Donji Mihaljevec",places_textsearch
325,NK Struga,Struga,Varaždinska županija,"Struga 31, 42233 Sveti Đurđ",46.2965816,16.6513854,46.298367999999996,16.6478637,0.336,near,both,NK Struga,"bb, 42233, Struga",places_textsearch
434,HNK Goranin,Delnice,Primorsko-goranska županija,"Delnice, Ante Starčevića 3",45.3981089,14.8009293,45.3952752,14.7994473,0.336,near,both,HNK Goranin,"Ul. Ante Starčevića 3, 51300, Delnice",places_textsearch
311,NK Novakovec,Novakovec,Varaždinska županija,"Ludbreška 23, Novakovec, 42203 Jalžabet",46.2669998,16.4958216,46.265042,16.4990938,0.333,near,both,NK Novakovec,"Ludbreška ul. 23, 42203, Novakovec",places_textsearch
704,NK Petrovci,Petrovci,Vukovarsko-srijemska županija,"ULICA BANA JOSIPA JELAČIĆA 77, 32242 PETROVCI",45.28375,18.9377184,45.28244600000001,18.9338925,0.333,near,both,NK Petrovci,"B.J.JELAČIĆA 77, Petrovci, 32229, Petrovci",places_textsearch
268,NK Brezovica,,Grad Zagreb,"Brezovička cesta 98b, 10257 Zagreb",45.7277707,15.9100676,45.7251273,15.9082653,0.326,near,both,NK Brezovica,"Brezovička cesta 96a, 10251, Brezovica",places_textsearch
750,NK Potpićan - Učka 72,Potpićan,Istarska županija,"Potpićan, Potpićan b. b., Potpićan",45.1933954,14.0951678,45.1930859,14.099306299999999,0.326,near,both,NK Potpićan-Učka 72,"52232, Potpićan",places_textsearch
27,NK Radnik Križevci,Krizevci,,"Šetalište Dragutina Novaka 1, 48260 Križevci",46.0247391,16.5457794,46.0268598,16.5486506,0.324,near,both,NK Radnik Križevci,"Centar, 48260, Križevci",places_textsearch
816,NK Dubrava (S),,Međimurska županija,"Sportska ulica 3, Sivica",46.3155014,16.8112732,46.314987099999996,16.807119300000004,0.324,near,both,NK Dubravčan,"Krbulja ul. 21, 40328, Donja Dubrava",places_textsearch
652,NK Viktorija (L),Lacići,Osječko-baranjska županija,"Andrije Kačića 73, Lacići",45.6360295,18.2145296,45.6332562,18.2132842,0.323,near,both,Nk viktorija lacići,"Ul. Andrije Kačića 73A, 31540, Lacići",places_textsearch
785,NK Hodošan,,Međimurska županija,"Ulica braće Radića 2B, Hodošan",46.3951964,16.6391391,46.3976719,16.6413544,0.323,near,both,NK Hodošan,"Ul. Braće Radić 1A, 40320, Hodošan",places_textsearch
466,NK Omladinac (K),Korija,Virovitičko-podravska županija,"Školski trg 1,Korija",45.8549481,17.3318618,45.852353199999996,17.3300301,0.322,near,both,NOGOMETNI KLUB OMLADINAC KORIJA,"ŠKOLSKI TRG 1/-, Korija, 33000, Korija",places_textsearch
747,NK Vrsar,,Istarska županija,"Dalmatinska  64a, Vrsar",45.1490782,13.6063472,45.1509078,13.6095369,0.322,near,both,NK Vrsar,"Dalmatinska ul. 49, 52450, Vrsar",places_textsearch
106,NK Radnički Dalj,Dalj,,"30 svibnja 68, 31226 Dalj",45.480889,18.9867022,45.4780337,18.9861194,0.321,near,both,NK Radnički Dalj,"Ul. 30. svibnja 68, 31226, Dalj",places_textsearch
172,NK Mahovo,,Sisačko-moslavačka županija,"Mahovo 58, Mahovo",45.5648371,16.4082303,45.5674503,16.4064744,0.321,near,both,NK Mahovo,"44201, Mahovo",places_textsearch
752,NK Vodnjan,Vodnjan,Istarska županija,"1. Maj 1, 52215 Vodnjan",44.9603387,13.8497802,44.9575639,13.8486549,0.321,near,both,NK Vodnjan,"Ul. Prvi maj 1, 52215, Vodnjan",places_textsearch
653,NK Bistrinci,BISTRINCI,Osječko-baranjska županija,"FISKULTURNA 35, 31551 BISTRINCI",45.696346,18.3966153,45.6946413,18.3933358,0.318,near,both,NK Bistrinci,"Ul. Ivana Gorana Kovačića 2, 31551, Bistrinci",places_textsearch
